SeqID	ctrl_r1	ctrl_r2	0hpa_r1	0hpa_r2	6hpa_r1	24hpa_r1	24hpa_r2	72hpa_r1	72hpa_r2
rbm39|rna57823|gene30180|Level=1	118.028	125.371	114.507	126.845	126.935	125.111	143.704	186.423	131.693
rbm42|rna27225|gene8415|Level=1	25.553	22.822	17.969	18.637	21.721	24.509	24.128	22.172	24.754
rbm44|rna54706|gene28227|Level=1	0.621	0.740	0.489	0.408	0.751	0.883	0.675	1.022	0.687
rbm45|rna18513|gene5715|Level=1	45.278	40.176	27.691	29.368	38.492	33.569	48.068	39.108	30.297
rbm46|rna44606|gene21874|Level=1	0.237	0.232	0.198	0.037	0.072	0.113	0.175	0.075	0.140
rbm46|rna63493|gene33704|Level=2	0.034	0.126	0.043	0.201	0.130	0.180	0.257	0.114	0.128
rbm47|rna6137|gene1879|Level=1	18.101	16.928	17.197	12.907	20.781	18.658	28.673	13.415	21.857
rbm48|rna49803|gene25130|Level=1	3.063	4.483	3.079	4.728	3.638	2.799	5.516	3.902	4.218
rbm4b|rna23370|gene7232|Level=1	38.507	40.316	33.658	36.535	53.772	44.248	45.753	42.042	28.303
rbm4|rna37630|gene17475|Level=1	1.203	0.728	0.783	0.500	1.780	2.158	2.133	1.474	1.118
rbm5|rna49105|gene24683|Level=1	45.908	46.021	37.827	43.601	57.232	49.508	67.640	94.953	67.734
rbm6|rna50307|gene25435|Level=1	18.392	22.346	17.569	17.221	23.583	21.891	29.459	31.724	22.975
rbm7|rna44396|gene21758|Level=2	0.000	0.000	0.000	0.000	0.405	0.000	0.000	0.413	5.688
rbm7|rna63099|gene33485|Level=1	17.634	17.003	18.177	17.201	25.749	22.959	27.678	21.583	15.846
rbms1|rna39752|gene18852|Level=1	8.330	11.430	6.326	5.708	9.256	6.347	9.577	8.389	6.748
rbms2|rna58027|gene30307|Level=1	9.714	10.379	10.210	8.705	13.954	13.028	15.269	14.214	8.119
rbms3|rna55067|gene28450|Level=1	0.507	0.428	0.158	0.147	0.378	0.744	0.796	0.465	0.173
rbmx-like|rna29234|gene10139|Level=1	17.001	7.801	23.128	18.525	27.550	33.751	31.368	35.768	21.143
rbmx2|rna39954|gene18981|Level=1	13.681	9.763	9.952	10.136	12.987	13.218	15.037	12.498	11.392
rbmx|rna61944|gene32769|Level=1	111.065	137.671	109.516	128.681	209.632	163.431	172.035	128.266	105.355
rbp1|rna8418|gene2532|Level=1	4.224	3.765	3.272	3.289	3.828	14.006	17.265	28.403	10.709
rbp4l|rna25610|gene7938|Level=1	0.949	1.452	2.273	1.396	1.964	1.707	2.786	4.237	2.373
rbp4|rna12971|gene3970|Level=1	0.147	0.374	0.512	0.238	0.970	0.042	0.091	0.242	0.362
rbpj|rna42395|gene20527|Level=1	6.276	5.963	5.373	4.458	5.629	7.462	8.774	9.438	6.469
rbpms2|rna303|gene102|Level=1	0.886	1.280	15.665	5.847	7.368	1.800	1.181	1.275	1.258
rbpms|rna58418|gene30530|Level=1	0.781	0.261	0.656	0.388	1.699	1.355	1.017	0.927	0.899
rbsn|rna9558|gene2916|Level=1	5.068	5.481	5.208	4.604	5.553	4.918	5.410	7.368	5.695
rbx1|rna25572|gene7922|Level=1	187.094	212.348	151.429	161.184	166.703	182.218	189.734	153.625	163.989
rc3h1|rna55177|gene28519|Level=1	6.214	7.272	5.270	4.390	5.473	5.400	7.783	6.797	6.172
rcan1|rna33517|gene14358|Level=1	14.897	11.910	6.612	11.470	13.290	13.991	17.971	15.577	17.725
rcan1|rna59777|gene31443|Level=1	35.638	83.904	64.819	50.395	35.900	43.197	93.422	34.618	212.714
rcan2|rna59449|gene31220|Level=1	3.161	3.554	3.641	3.041	3.957	2.511	1.959	3.556	3.056
rcan3|rna7107|gene2163|Level=1	2.341	2.360	2.771	3.180	3.895	3.222	3.210	5.092	2.222
rcbtb1|rna14864|gene4567|Level=1	19.664	21.858	20.020	20.137	22.504	21.829	25.893	19.742	17.985
rcbtb2|rna5045|gene1544|Level=1	19.700	22.966	18.738	21.287	22.871	23.357	28.035	24.735	22.752
rcc1l|rna41149|gene19787|Level=1	32.864	17.189	15.636	12.512	20.109	22.761	26.939	24.306	25.632
rcc1|rna3227|gene1009|Level=1	19.342	18.937	22.610	21.117	33.598	38.295	31.567	21.869	21.767
rcc2|rna36644|gene16809|Level=1	55.974	34.682	31.726	33.486	70.603	125.582	120.279	68.076	61.122
rccd1|rna43582|gene21275|Level=1	6.250	8.112	5.523	6.866	4.922	9.986	7.325	9.342	6.932
rce1|rna12531|gene3842|Level=1	3.844	4.515	5.199	3.979	5.563	4.540	5.408	3.781	3.066
rchy1|rna3597|gene1123|Level=1	28.768	23.219	21.102	24.535	22.324	24.631	26.272	26.078	29.265
rcl1|rna46104|gene22870|Level=1	13.219	10.514	10.631	14.626	24.494	31.221	29.414	22.379	25.699
rcn1|rna40464|gene19345|Level=1	70.773	60.528	82.216	51.096	50.583	55.638	47.337	48.195	40.048
rcn2|rna4768|gene1477|Level=1	25.761	27.086	28.309	26.546	43.549	36.894	41.724	33.559	35.564
rcn3|rna60709|gene32038|Level=1	325.601	178.634	205.355	110.899	111.468	118.929	128.418	110.720	67.090
rcor1|rna339|gene116|Level=1	6.463	6.803	6.192	5.965	9.068	7.344	9.947	9.019	7.588
rcor2|rna27132|gene8388|Level=1	14.517	7.197	4.771	4.999	9.267	10.211	9.425	10.371	9.345
rcor3|rna13326|gene4081|Level=1	5.438	5.544	5.079	5.366	6.104	5.445	6.237	7.907	7.000
rcsd1|rna37108|gene17125|Level=1	3.413	1.991	2.037	1.589	2.933	2.966	3.457	4.375	5.074
rcvrn.2|rna18563|gene5730|Level=1	0.444	0.626	0.269	0.250	0.440	0.292	0.839	0.668	0.492
rd3l|rna53840|gene27678|Level=2	1.379	0.971	1.091	1.434	0.620	1.504	1.107	1.001	0.722
rd3|rna16189|gene4974|Level=1	0.170	0.222	0.278	0.111	0.192	0.807	0.711	0.735	1.199
rdh10|rna22434|gene6958|Level=1	8.313	8.741	8.199	11.489	8.811	10.741	6.753	6.918	8.352
rdh11|rna40344|gene19262|Level=1	2.572	1.980	4.194	5.092	4.112	6.215	6.263	3.349	2.412
rdh13|rna22422|gene6954|Level=1	16.977	10.927	12.025	15.729	20.465	15.512	15.330	14.931	12.903
rdh14|rna17772|gene5482|Level=1	8.464	10.507	9.456	10.752	10.807	9.995	11.366	14.372	8.720
rdh14|rna18434|gene5685|Level=2	2.381	1.706	1.376	1.176	1.872	2.197	2.040	2.304	1.587
rdh16|rna6181|gene1891|Level=1	3.332	4.790	3.913	2.870	4.004	3.269	3.862	5.513	4.254
rdh20|rna57255|gene29828|Level=1	0.027	0.120	0.000	2.880	1.287	0.041	0.000	0.147	0.000
rdh5|rna2179|gene688|Level=1	1.206	1.574	1.482	0.622	0.976	0.544	0.458	0.148	0.145
rdh7.2|rna12203|gene3728|Level=1	6.964	6.328	3.925	3.772	2.485	4.851	4.249	5.515	4.865
rdh7|rna4039|gene1261|Level=1	21.972	19.701	15.421	10.332	14.964	14.188	13.517	16.605	7.315
rdh8|rna62235|gene32949|Level=1	2.120	2.995	1.044	1.841	1.640	2.626	6.868	7.896	4.722
rdm1|rna64035|gene34022|Level=1	6.599	7.319	5.959	7.602	6.614	4.883	5.241	5.162	3.912
rdx|rna42581|gene20640|Level=1	17.871	16.287	13.723	14.970	17.098	14.300	16.008	13.296	12.040
rec8|rna22839|gene7077|Level=1	0.598	1.110	0.901	0.760	0.770	0.620	0.621	0.562	0.449
reck|rna37682|gene17494|Level=1	4.076	2.268	3.456	3.046	3.138	5.200	7.413	6.559	4.723
recql4|rna39740|gene18846|Level=1	6.290	3.943	4.647	4.787	5.867	4.813	4.860	4.334	3.489
recql5|rna47862|gene23967|Level=1	5.480	4.379	4.353	3.754	5.012	5.081	6.167	5.449	4.584
recql|rna2935|gene919|Level=1	20.414	14.778	13.381	15.046	12.917	15.305	15.619	15.509	11.919
reep1|rna43274|gene21084|Level=1	4.752	1.608	3.266	3.597	4.427	2.563	3.600	2.387	3.747
reep2|rna37626|gene17471|Level=1	1.628	1.900	1.502	1.230	2.096	1.267	1.611	1.406	0.976
reep3|rna47503|gene23745|Level=1	26.260	23.556	24.988	20.305	24.021	22.901	26.309	35.625	25.319
reep4|rna25883|gene8012|Level=1	21.900	22.603	20.613	17.904	27.226	20.399	19.664	18.728	14.429
reep5|rna25513|gene7901|Level=1	90.756	89.144	58.192	76.756	74.583	97.129	72.043	62.661	79.590
reep6|rna61520|gene32505|Level=1	15.443	18.267	15.963	14.865	17.614	14.077	10.179	8.875	12.645
reg1b|rna46451|gene23074|Level=1	0.000	0.000	0.377	0.000	0.504	0.611	0.765	0.079	0.258
reg4|rna57003|gene29646|Level=1	1.572	0.733	0.981	0.683	0.492	0.150	0.373	0.090	0.084
rela|rna18059|gene5570|Level=1	23.591	24.603	24.220	26.913	30.025	23.303	28.863	28.492	26.629
relb|rna57343|gene29883|Level=1	5.403	7.276	9.741	7.378	15.401	7.696	14.948	9.430	11.546
relch|rna11183|gene3410|Level=1	9.015	11.337	10.755	9.759	11.220	8.612	10.866	12.235	9.508
rell1|rna24880|gene7728|Level=1	35.485	46.549	30.785	44.714	40.146	36.447	56.801	74.926	74.013
rell2|rna55404|gene28633|Level=1	10.993	9.808	7.942	8.374	5.529	8.287	8.060	19.061	13.949
reln|rna52030|gene26542|Level=1	0.729	0.462	0.344	0.142	0.370	0.192	0.173	0.179	0.204
relt|rna50611|gene25645|Level=1	1.344	0.911	1.830	1.990	3.124	2.296	1.579	1.153	2.155
relt|rna58201|gene30396|Level=2	0.933	1.319	2.667	1.706	2.922	1.865	2.464	0.541	2.142
rel|rna21982|gene6811|Level=1	7.190	8.125	11.984	8.961	10.099	9.224	13.163	7.888	7.929
rem1|rna2327|gene730|Level=1	2.379	1.865	1.409	1.826	2.862	2.856	2.270	2.671	1.703
rem2|rna21146|gene6551|Level=1	1.155	1.161	2.413	0.956	1.517	0.856	1.326	0.992	0.482
renbp|rna5274|gene1610|Level=1	1.167	1.239	0.827	0.583	1.157	2.200	2.202	7.101	6.618
ren|rna58777|gene30777|Level=1	0.063	0.125	0.275	0.365	0.603	0.223	0.255	0.495	1.023
rep15|rna59028|gene30920|Level=1	1.530	2.435	3.744	3.398	4.216	1.228	0.760	0.948	0.792
reps1|rna62290|gene32981|Level=1	9.343	9.197	8.351	7.194	8.175	7.794	10.815	10.167	8.275
reps2|rna63938|gene33957|Level=1	11.366	21.802	18.356	12.081	15.911	15.489	10.343	20.620	4.823
rer1|rna62274|gene32970|Level=1	52.122	48.475	52.306	41.100	62.064	53.657	56.409	34.881	42.774
rere|rna39886|gene18936|Level=1	7.321	6.476	5.908	4.205	7.272	8.135	8.795	10.108	6.665
rergl|rna44392|gene21755|Level=2	0.405	2.098	0.359	0.259	0.456	0.324	0.194	0.453	0.273
rergl|rna49670|gene25032|Level=1	1.124	0.435	1.325	0.506	0.612	0.632	1.265	0.556	0.534
rerg|rna44289|gene21686|Level=1	0.070	0.519	0.260	0.060	0.186	0.053	0.106	0.219	0.268
resf1|rna37705|gene17509|Level=1	8.019	5.162	6.127	9.290	4.914	4.417	6.002	5.342	6.245
rest|rna27158|gene8396|Level=1	6.002	6.123	5.929	6.274	10.443	7.905	9.362	8.465	6.240
retn.1|rna9982|gene3047|Level=1	26.527	35.604	19.863	13.822	14.181	28.193	0.000	10.429	61.231
retreg1|rna7477|gene2270|Level=1	2.360	3.031	3.162	3.078	2.291	2.959	3.665	4.749	5.001
retreg2|rna1115|gene355|Level=1	63.287	96.208	79.846	67.084	87.710	68.184	93.587	115.849	86.894
retreg3|rna18871|gene5836|Level=1	18.663	25.559	22.670	23.412	21.360	21.026	25.853	30.725	24.435
retsat|rna7765|gene2347|Level=1	28.180	32.647	21.054	14.705	19.637	16.577	18.029	13.432	20.027
ret|rna17185|gene5297|Level=1	1.305	1.255	1.762	1.257	1.089	0.251	0.287	0.211	0.230
rev1|rna35094|gene15836|Level=1	3.726	3.383	4.165	4.040	4.231	3.760	3.949	5.695	4.879
rev3l|rna20279|gene6281|Level=1	7.741	6.836	7.172	6.565	8.336	9.957	13.011	14.094	8.201
rex1bd|rna4880|gene1501|Level=1	25.296	23.168	18.790	27.378	17.595	20.639	18.358	22.368	22.251
rexo1|rna22306|gene6918|Level=1	7.958	9.381	7.559	7.801	8.508	8.979	11.690	11.784	9.176
rexo2|rna7180|gene2179|Level=1	31.384	37.882	32.954	31.208	27.412	32.943	34.960	25.457	23.166
rexo4|rna21088|gene6528|Level=1	12.885	10.013	8.797	12.055	17.213	17.835	14.562	13.224	13.326
rexo5|rna2069|gene658|Level=1	4.159	3.840	3.381	3.330	4.197	5.837	6.335	8.689	7.222
rfc1|rna1037|gene333|Level=1	15.532	15.082	13.765	18.293	13.983	15.224	18.816	24.192	15.116
rfc1|rna9485|gene2894|Level=2	2.637	3.130	1.896	0.433	2.666	4.080	3.509	6.333	4.176
rfc2|rna23354|gene7227|Level=1	55.873	45.975	37.356	40.438	31.201	41.715	45.788	42.722	33.476
rfc3|rna17509|gene5400|Level=1	23.725	20.233	17.607	19.343	15.883	16.617	14.879	13.761	10.179
rfc4|rna8678|gene2613|Level=1	35.846	31.982	30.906	33.847	22.304	32.793	38.893	30.965	25.381
rfc5|rna40977|gene19671|Level=1	38.212	36.962	31.277	39.942	27.862	36.735	40.279	45.095	33.454
rfesd|rna6482|gene1973|Level=1	35.536	20.422	45.969	200.819	42.242	22.020	22.304	21.217	16.598
rffl|rna3588|gene1120|Level=1	20.788	33.244	25.712	24.831	26.233	23.138	41.567	21.055	24.145
rfk|rna21663|gene6707|Level=1	21.608	33.114	37.127	36.523	38.953	25.401	44.914	21.200	100.119
rflb|rna23159|gene7173|Level=1	0.253	0.283	0.059	0.220	0.180	0.144	0.144	0.373	0.244
rflna|rna44126|gene21585|Level=1	14.949	15.905	11.991	18.900	30.139	26.950	30.657	32.143	23.059
rflnb|rna14095|gene4320|Level=1	81.338	64.907	33.875	46.878	42.547	47.101	82.414	68.338	35.600
rfng|rna14192|gene4359|Level=1	19.374	29.049	23.537	23.377	26.833	28.147	31.624	31.497	24.270
rft1|rna15155|gene4657|Level=1	6.198	9.396	7.230	7.797	7.317	7.854	8.917	6.880	4.939
rftn1|rna60002|gene31583|Level=1	0.654	0.506	0.726	0.252	0.684	0.423	0.976	0.752	1.025
rfwd3|rna20469|gene6337|Level=1	14.142	13.714	10.517	12.154	13.204	13.928	14.861	15.819	10.728
rfx1|rna63158|gene33528|Level=1	7.209	8.332	7.291	8.089	9.390	8.408	10.764	10.105	7.012
rfx2|rna817|gene265|Level=1	14.688	21.373	21.251	13.805	17.292	11.922	14.245	16.539	10.642
rfx3|rna44997|gene22134|Level=1	0.200	0.309	0.263	0.116	0.482	0.142	0.233	0.247	0.188
rfx4|rna50380|gene25491|Level=2	1.683	1.088	1.050	0.780	0.375	0.256	1.023	0.794	1.151
rfx4|rna59450|gene31221|Level=1	7.127	7.524	3.897	3.604	2.640	1.709	3.071	5.039	2.296
rfx7|rna35988|gene16389|Level=1	2.905	2.561	2.778	2.844	2.946	3.440	3.844	4.872	2.570
rfxank|rna59316|gene31125|Level=1	4.840	5.515	4.447	4.671	4.539	6.031	5.672	6.961	6.856
rfxap|rna44741|gene21968|Level=1	10.905	11.780	9.034	10.442	10.111	9.262	10.832	11.126	7.737
rgcc|rna57143|gene29753|Level=1	80.639	96.946	72.766	65.489	56.277	29.356	31.311	36.989	33.579
rgcc|rna6511|gene1983|Level=2	0.739	0.736	1.186	1.541	0.848	0.926	0.891	1.395	1.576
rgd1565288|id471383|gene25526|Level=2	0.000	0.235	0.000	0.000	0.088	0.000	0.000	0.124	0.673
rgl2|rna41262|gene19842|Level=1	17.198	20.229	17.381	18.409	22.056	14.838	21.809	20.455	18.735
rgl3|rna47568|gene23786|Level=1	15.709	14.342	19.326	10.972	15.115	11.294	10.651	18.028	10.595
rgma|rna26730|gene8272|Level=1	23.658	16.343	11.504	11.457	12.657	20.358	19.266	20.477	12.124
rgmb|rna7847|gene2371|Level=1	5.694	6.501	4.649	3.404	5.143	5.233	6.445	8.449	4.290
rgn|rna1670|gene539|Level=1	0.513	1.363	0.797	1.652	0.732	1.444	1.465	2.805	3.178
rgr|rna2107|gene667|Level=1	0.024	0.106	0.400	0.289	0.119	0.072	0.217	0.187	0.061
rgs10|rna37975|gene17670|Level=1	37.291	50.561	43.588	40.226	55.292	46.271	55.970	82.504	66.153
rgs12|rna47470|gene23727|Level=1	14.367	20.968	17.183	13.773	11.855	13.685	15.539	24.000	13.707
rgs13|rna38893|gene18261|Level=1	0.447	0.667	0.446	0.362	0.378	0.045	0.362	0.516	0.688
rgs14|rna7775|gene2350|Level=1	7.465	5.066	7.067	3.583	11.299	5.042	2.013	2.358	1.383
rgs16|rna15670|gene4804|Level=1	1.040	0.841	1.616	0.796	2.502	1.070	0.295	0.305	0.316
rgs17|rna9545|gene2910|Level=1	0.894	0.720	0.569	0.435	1.022	0.190	0.543	0.576	0.642
rgs18|rna57104|gene29721|Level=1	0.402	0.757	0.673	0.331	1.061	1.124	1.351	2.995	3.256
rgs19|rna37494|gene17381|Level=1	28.891	14.113	15.895	17.168	33.553	26.143	22.931	34.725	22.047
rgs1|rna46517|gene23128|Level=1	1.271	2.476	1.699	3.559	4.091	4.450	7.095	13.032	18.959
rgs20|rna8166|gene2457|Level=1	1.433	0.912	0.930	0.830	5.421	3.191	2.294	1.668	1.519
rgs22|rna64137|gene34082|Level=1	3.139	3.205	2.740	2.204	3.095	1.860	0.878	0.897	0.564
rgs2|rna25539|gene7910|Level=1	223.460	292.596	226.653	241.190	152.062	143.711	143.393	222.343	352.821
rgs3|rna11377|gene3463|Level=1	5.243	6.413	4.685	7.010	6.806	5.695	6.638	10.848	5.323
rgs4|rna26641|gene8243|Level=1	1.737	2.135	9.726	3.157	12.421	4.518	4.131	2.833	2.640
rgs5|rna26104|gene8082|Level=1	0.381	0.429	0.597	1.162	1.038	0.588	0.570	0.639	0.545
rgs6|rna39392|gene18615|Level=1	0.660	0.516	0.706	0.368	1.055	0.394	0.263	0.358	0.403
rgs7bp|rna53499|gene27480|Level=1	0.694	0.788	1.101	0.760	1.124	0.321	0.527	0.415	0.464
rgs9bpl|rna19332|gene5992|Level=1	7.053	7.036	8.787	8.071	9.631	10.816	9.428	10.535	8.530
rgs9bp|rna57977|gene30276|Level=1	0.911	0.810	0.657	1.016	0.757	0.558	1.156	2.024	0.322
rgs9|rna39276|gene18518|Level=2	0.210	0.314	1.102	1.753	1.644	0.575	2.492	3.042	0.971
rgs9|rna59411|gene31193|Level=1	0.542	0.326	0.352	0.295	0.368	0.200	0.490	0.469	0.365
rhag|rna35705|gene16196|Level=1	7.463	5.728	12.887	34.238	9.211	6.402	5.305	3.981	5.135
rhbdd1|rna8213|gene2473|Level=1	3.848	6.122	5.996	5.596	5.770	5.199	6.211	6.890	6.091
rhbdd2|rna13426|gene4112|Level=1	10.342	10.728	10.573	10.896	17.950	18.062	19.225	16.187	14.767
rhbdd3|rna3410|gene1064|Level=1	3.025	2.795	3.107	1.448	2.718	1.977	2.096	2.598	1.616
rhbdf1|rna48060|gene24083|Level=1	21.820	27.275	28.479	29.280	34.377	27.049	31.160	30.084	25.153
rhbdf2|rna38137|gene17771|Level=1	11.165	12.155	14.164	12.913	19.206	12.203	16.012	16.955	14.381
rhbdl2|rna53559|gene27509|Level=1	17.366	27.513	24.840	26.634	30.980	24.927	42.981	41.043	22.877
rhbdl3|rna37024|gene17066|Level=2	0.634	0.473	0.223	0.413	0.424	0.542	0.542	0.343	1.932
rhbg|rna26500|gene8201|Level=1	8.314	9.263	20.438	5.815	10.350	21.562	5.309	39.401	11.242
rhcg|rna10218|gene3119|Level=1	13.717	17.101	32.968	24.802	25.000	27.090	8.417	30.179	8.767
rhd|rna6817|gene2076|Level=1	7.117	4.405	13.123	37.795	7.395	4.782	3.840	2.015	1.552
rhebl1|rna43058|gene20952|Level=1	15.811	6.182	2.466	2.009	1.804	3.367	4.200	2.678	1.896
rheb|rna26399|gene8178|Level=1	131.800	134.407	122.392	117.554	124.654	110.538	124.725	123.625	129.087
rhno1|rna21149|gene6553|Level=1	14.094	9.688	8.794	10.071	13.436	15.651	13.544	12.348	10.534
rhoa.2|rna56425|gene29283|Level=1	176.991	182.110	135.428	142.168	162.637	205.006	210.302	210.016	200.455
rhoa|rna21892|gene6777|Level=1	508.653	559.429	441.864	435.183	519.563	504.370	588.520	603.208	610.268
rhobtb1|rna46383|gene23027|Level=1	12.281	16.660	15.551	17.686	14.971	17.431	11.527	23.491	4.367
rhobtb2|rna35535|gene16082|Level=1	26.498	54.972	47.902	39.252	49.385	50.453	22.586	26.342	3.105
rhobtb3|rna52370|gene26774|Level=1	0.874	0.694	0.365	0.372	0.135	0.267	0.064	0.247	0.065
rhob|rna27595|gene8530|Level=1	178.243	237.328	216.630	164.407	160.263	136.226	171.299	167.817	213.786
rhoc|rna53506|gene27485|Level=1	78.257	99.680	88.250	78.264	78.410	68.488	91.940	77.195	54.689
rhof|rna7795|gene2356|Level=1	33.844	46.610	20.423	26.233	28.834	39.724	71.425	38.654	38.900
rhog2|rna6678|gene2038|Level=1	17.000	17.135	17.542	14.214	26.439	20.813	22.701	20.461	19.184
rhog|rna41495|gene19983|Level=1	10.127	14.269	19.777	6.246	13.361	20.850	20.784	22.248	16.559
rhoh|rna54239|gene27933|Level=1	0.123	0.122	0.537	0.237	0.871	0.228	0.353	1.213	0.735
rhoj|rna46330|gene23011|Level=1	5.312	3.258	2.143	3.392	4.425	2.499	4.946	5.871	4.337
rhoq|rna37164|gene17165|Level=1	2.091	1.996	0.952	1.423	1.805	1.892	2.571	2.400	2.221
rhot1|rna41623|gene20057|Level=1	11.974	8.876	8.692	8.118	10.739	11.946	12.080	12.038	10.427
rhot2|rna21288|gene6592|Level=1	25.192	25.799	23.945	19.639	24.837	25.268	26.419	26.255	23.803
rhou|rna2686|gene838|Level=1	42.917	39.206	54.817	49.805	48.725	45.890	60.113	47.092	45.144
rhov|rna604|gene200|Level=1	36.522	56.525	54.721	38.007	23.190	24.323	35.475	22.487	27.474
rhpn1|rna23731|gene7345|Level=1	2.878	2.069	2.420	1.475	5.026	2.708	2.854	4.126	2.348
rhpn2|rna1221|gene390|Level=1	37.430	49.772	30.915	28.099	29.197	36.136	41.102	39.604	12.992
ribc1|rna1449|gene468|Level=1	22.959	16.935	15.758	8.533	19.103	11.132	6.153	11.491	7.155
ribc2|rna35920|gene16347|Level=1	10.960	9.084	8.705	4.345	10.258	6.771	6.736	6.458	4.045
ric1|rna60788|gene32088|Level=1	5.904	6.418	6.251	4.876	5.262	6.101	8.348	8.047	5.968
ric3|rna56478|gene29320|Level=1	2.109	1.147	1.481	0.763	1.358	0.801	0.768	1.037	1.071
ric8a|rna2991|gene933|Level=1	8.445	7.462	7.196	6.062	8.115	7.745	9.143	9.452	8.138
ric8b|rna52930|gene27129|Level=1	19.734	22.776	19.994	18.324	19.023	23.034	23.850	22.521	19.529
rictor|rna62674|gene33187|Level=1	4.825	5.093	5.435	4.746	6.593	6.173	7.270	9.771	6.159
rida|rna13167|gene4027|Level=1	21.997	19.659	22.903	24.450	24.168	30.561	23.431	22.447	25.103
rif1|rna57735|gene30130|Level=1	12.275	9.359	9.897	10.277	13.669	11.426	12.860	13.094	10.821
rilpl1|rna26307|gene8148|Level=1	6.626	6.805	4.600	5.221	8.679	7.961	8.702	9.246	6.471
rilpl2|rna14139|gene4336|Level=1	27.079	35.941	32.390	31.355	38.339	28.158	33.404	28.000	29.476
rilp|rna35189|gene15891|Level=1	10.204	12.041	11.272	10.358	8.863	9.349	12.153	10.079	10.528
rimbp2|rna36398|gene16647|Level=1	0.728	0.419	0.422	0.544	0.662	0.343	0.203	0.500	0.366
rimklb|rna53447|gene27452|Level=1	42.893	53.416	70.146	32.500	49.032	42.928	33.290	40.527	30.963
rims1|rna59735|gene31413|Level=1	0.525	0.279	0.724	0.438	0.717	0.402	0.408	0.355	0.188
rims2|rna44695|gene21939|Level=1	0.626	0.401	0.516	0.337	0.755	0.465	0.388	0.492	0.471
rin1|rna50789|gene25748|Level=1	1.606	2.474	1.741	2.221	2.896	1.733	3.132	6.249	4.283
rin2|rna21551|gene6672|Level=1	11.080	13.133	10.871	10.239	13.478	16.702	30.997	17.600	13.441
rin3|rna25612|gene7939|Level=1	12.562	14.483	12.779	14.286	23.473	15.592	18.306	27.221	16.491
rin3|rna50235|gene25385|Level=2	1.833	2.428	1.620	2.038	3.132	1.553	3.239	3.774	2.141
ring1|rna24677|gene7666|Level=1	12.973	13.767	11.746	11.192	15.357	13.899	16.053	15.873	12.558
rint1|rna18034|gene5564|Level=1	27.487	25.335	25.893	20.866	22.574	21.903	20.751	20.847	17.074
riok1|rna25983|gene8044|Level=1	8.604	6.966	5.791	7.812	10.494	12.888	14.193	13.028	13.225
riok2|rna11408|gene3472|Level=1	18.741	15.665	16.754	20.674	23.691	28.224	29.602	21.992	24.485
riok3|rna24276|gene7536|Level=1	44.815	71.466	72.877	71.039	78.008	51.573	63.920	55.859	59.865
riox1|rna35620|gene16131|Level=1	14.407	11.670	10.322	13.159	16.171	22.962	22.072	17.136	20.519
riox2|rna10939|gene3340|Level=1	12.392	11.464	7.793	11.468	13.062	15.699	17.273	15.499	15.196
ripk1|rna10261|gene3134|Level=1	20.898	27.421	22.662	27.318	31.256	29.654	45.551	33.745	44.577
ripk2|rna38614|gene18080|Level=1	4.434	4.253	4.080	3.572	5.306	4.642	7.109	3.662	5.839
ripk2|rna8462|gene2549|Level=2	11.831	16.737	12.451	13.931	14.556	14.773	20.764	22.968	18.485
ripk3l.1|rna61761|gene32674|Level=1	0.236	0.895	3.930	3.081	13.362	1.496	4.121	5.384	27.688
ripk3l.2|rna40477|gene19350|Level=1	1.075	1.282	0.710	2.024	1.788	1.536	3.102	3.284	3.051
ripk3|rna51750|gene26373|Level=1	6.296	16.612	19.977	16.974	24.521	24.581	25.024	19.924	16.369
ripk4|rna12872|gene3952|Level=1	6.763	8.701	14.078	9.985	12.891	17.380	21.771	22.856	15.335
ripor1|rna54061|gene27824|Level=1	5.793	5.035	5.828	3.926	5.699	5.152	6.729	8.181	5.437
ripor2|rna15513|gene4757|Level=1	2.670	2.663	2.243	2.191	1.973	1.512	1.720	2.946	1.969
ripor3|rna16774|gene5153|Level=1	14.895	11.362	14.415	17.574	10.259	6.997	9.623	10.161	10.234
ripply2.1|rna62783|gene33258|Level=1	6.397	1.908	0.541	0.215	0.083	0.251	0.376	0.065	0.000
ripply2.2|rna56238|gene29189|Level=1	3.595	0.823	0.028	0.104	0.025	0.023	0.385	0.000	0.000
ripply3|rna27022|gene8364|Level=1	1.276	1.619	1.474	2.074	3.682	3.009	1.856	2.625	1.880
rit1|rna62077|gene32843|Level=1	24.152	22.732	16.231	18.842	26.140	21.941	26.955	33.964	28.737
rita1|rna14176|gene4353|Level=1	2.901	3.495	1.998	1.836	3.554	2.474	3.341	4.716	2.594
rlbp1|rna4920|gene1508|Level=1	0.233	0.203	0.109	0.303	0.240	0.206	0.177	0.259	0.299
